     0.849260483E-02     0.100000000E+01 NaN                     0.717053223E+01     0.100000000E+01
     0.234767254E-01     0.430049747E+00 NaN                     0.723425293E+01     0.894535959E+00
     0.384608507E-01     0.195150807E+00 NaN                     0.724890137E+01     0.802934289E+00
     0.534449667E-01     0.122465424E+00 NaN                     0.720336914E+01     0.470639855E+00
     0.684290901E-01     0.896971747E-01 NaN                     0.727075195E+01     0.291407615E+00
     0.834132135E-01     0.732946396E-01 NaN                     0.734790039E+01     0.396802574E+00
     0.983973369E-01     0.645524785E-01 NaN                     0.721618652E+01     0.366311044E+00
     0.113381460E+00     0.501865186E-01 NaN                     0.740502930E+01     0.190248564E+00
     0.128365576E+00     0.407014340E-01 NaN                     0.734265137E+01     0.498918504E+00
     0.143349692E+00     0.401386768E-01 NaN                     0.732202148E+01     0.297917843E+00
     0.158333808E+00     0.332956389E-01 NaN                     0.742260742E+01     0.205206141E+00
     0.173317939E+00     0.286966506E-01 NaN                     0.722509766E+01     0.421724379E+00
     0.188302055E+00     0.269274097E-01 NaN                     0.707836914E+01     0.200428084E+00
     0.203286186E+00     0.280620549E-01 NaN                     0.707922363E+01     0.231650755E+00
     0.218270302E+00     0.267557427E-01 NaN                     0.752563477E+01     0.342817634E+00
     0.233254418E+00     0.184016656E-01 NaN                     0.745385742E+01     0.203907683E+00
     0.248238549E+00     0.203953274E-01 NaN                     0.727746582E+01     0.353829384E+00
     0.263222694E+00     0.178253278E-01 NaN                     0.744213867E+01     0.181802571E+00
     0.278206795E+00     0.182614755E-01 NaN                     0.688684082E+01     0.319385201E+00
     0.293190926E+00     0.152974715E-01 NaN                     0.728442383E+01     0.516896784E+00
     0.308175057E+00     0.165476501E-01 NaN                     0.724951172E+01     0.209790573E+00
     0.323159158E+00     0.132147092E-01 NaN                     0.691259766E+01     0.346308678E+00
     0.338143289E+00     0.131627889E-01 NaN                     0.704370117E+01     0.234038293E+00
     0.353127420E+00     0.995573774E-02 NaN                     0.679296875E+01     0.845976621E-01
     0.368111521E+00     0.121934945E-01 NaN                     0.742895508E+01     0.285841078E+00
     0.383095652E+00     0.133030480E-01 NaN                     0.709472656E+01     0.128164157E+00
     0.398079783E+00     0.958655216E-02 NaN                     0.685681152E+01     0.121417470E+00
     0.413063884E+00     0.105650611E-01 NaN                     0.679992676E+01     0.264327496E+00
     0.428048015E+00     0.845095422E-02 NaN                     0.709118652E+01     0.113228798E+00
     0.443032146E+00     0.978560094E-02 NaN                     0.689672852E+01     0.762691796E-01
     0.458016247E+00     0.812856946E-02 NaN                     0.648522949E+01     0.175243795E+00
     0.473000377E+00     0.844368991E-02 NaN                     0.617333984E+01     0.300768018E+00
     0.487984508E+00     0.633647479E-02 NaN                     0.692175293E+01     0.114102937E+00
     0.502968609E+00     0.693914853E-02 NaN                     0.577294922E+01     0.317131907E+00
     0.517952740E+00     0.756346015E-02 NaN                     0.562194824E+01     0.153167874E+00
     0.532936811E+00     0.554414093E-02 NaN                     0.586303711E+01     0.191951469E+00
     0.547920942E+00     0.615579868E-02 NaN                     0.508947754E+01     0.403987199E+00
     0.562905073E+00     0.552882301E-02 NaN                     0.655798340E+01     0.126192555E+00
     0.577889204E+00     0.432844972E-02 NaN                     0.649853516E+01     0.154180869E+00
     0.592873335E+00     0.413952069E-02 NaN                     0.532202148E+01     0.188169867E+00
     0.607857466E+00     0.440693926E-02 NaN                     0.626464844E+01     0.109691545E+00
     0.622841597E+00     0.255361223E-02 NaN                     0.541503906E+01     0.326161921E+00
     0.637825668E+00     0.380613515E-02 NaN                     0.554504395E+01     0.120605022E+00
     0.652809799E+00     0.217424473E-02 NaN                     0.544934082E+01     0.276843816E+00
     0.667793930E+00     0.215179916E-02 NaN                     0.462182617E+01     0.188445717E+00
     0.682778060E+00     0.174968166E-02 NaN                     0.556994629E+01     0.200648397E+00
     0.697762191E+00     0.259676296E-02 NaN                     0.465600586E+01     0.176553577E+00
     0.712746322E+00     0.106253254E-02 NaN                     0.604699707E+01     0.113159709E+00
     0.727730393E+00     0.147376966E-02 NaN                     0.590722656E+01     0.143204525E+00
     0.742714524E+00     0.431876775E-03 NaN                     0.530651855E+01     0.488837361E-01
     0.757698655E+00     0.285438990E-03 NaN                     0.721911621E+01     0.381347723E-02
     0.772682786E+00     0.420095283E-03 NaN                     0.611340332E+01     0.384349115E-01
