     0.723445415E-02     0.100000000E+01 NaN                     0.406042480E+01     0.991612494E+00
     0.196958333E-01     0.452927113E+00 NaN                     0.427221680E+01     0.997439802E+00
     0.321572125E-01     0.209933996E+00 NaN                     0.411730957E+01     0.967342019E+00
     0.446185917E-01     0.129974931E+00 NaN                     0.422753906E+01     0.100000000E+01
     0.570799708E-01     0.100215666E+00 NaN                     0.433776855E+01     0.900561929E+00
     0.695413500E-01     0.818068236E-01 NaN                     0.443469238E+01     0.846206248E+00
     0.820027292E-01     0.655618384E-01 NaN                     0.421313477E+01     0.887574613E+00
     0.944641083E-01     0.562691875E-01 NaN                     0.436145020E+01     0.733224928E+00
     0.106925488E+00     0.487424992E-01 NaN                     0.455737305E+01     0.713360369E+00
     0.119386867E+00     0.337533504E-01 NaN                     0.466687012E+01     0.638516068E+00
     0.131848246E+00     0.328478329E-01 NaN                     0.459631348E+01     0.633624434E+00
     0.144309640E+00     0.287226904E-01 NaN                     0.461889648E+01     0.625936806E+00
     0.156771004E+00     0.264093429E-01 NaN                     0.463232422E+01     0.688632965E+00
     0.169232398E+00     0.210202839E-01 NaN                     0.463232422E+01     0.754471123E+00
     0.181693763E+00     0.212041941E-01 NaN                     0.462695312E+01     0.742683470E+00
     0.194155157E+00     0.193651877E-01 NaN                     0.505163574E+01     0.822577536E+00
     0.206616521E+00     0.191061981E-01 NaN                     0.471179199E+01     0.551713407E+00
     0.219077915E+00     0.185050704E-01 NaN                     0.459155273E+01     0.671040475E+00
     0.231539279E+00     0.136008170E-01 NaN                     0.501965332E+01     0.533435047E+00
     0.244000673E+00     0.124612730E-01 NaN                     0.469409180E+01     0.543557823E+00
     0.256462038E+00     0.103447195E-01 NaN                     0.527062988E+01     0.523436844E+00
     0.268923432E+00     0.108527802E-01 NaN                     0.524877930E+01     0.513187349E+00
     0.281384796E+00     0.769678410E-02 NaN                     0.526550293E+01     0.267280132E+00
     0.293846190E+00     0.860317610E-02 NaN                     0.535607910E+01     0.551982880E+00
     0.306307554E+00     0.702217733E-02 NaN                     0.629211426E+01     0.232131973E+00
     0.318768948E+00     0.595975947E-02 NaN                     0.576037598E+01     0.253148437E+00
     0.331230313E+00     0.630805967E-02 NaN                     0.564465332E+01     0.729277432E-01
     0.343691707E+00     0.484146317E-02 NaN                     0.567639160E+01     0.388842821E+00
     0.356153071E+00     0.316547416E-02 NaN                     0.529211426E+01     0.130516604E+00
     0.368614465E+00     0.481306529E-02 NaN                     0.528051758E+01     0.328599691E+00
     0.381075829E+00     0.426109554E-02 NaN                     0.588134766E+01     0.107661873E+00
     0.393537223E+00     0.167905900E-02 NaN                     0.654638672E+01     0.126934141E+00
     0.405998588E+00     0.306201261E-02 NaN                     0.578771973E+01     0.167607084E+00
     0.418459982E+00     0.346755725E-02 NaN                     0.558166504E+01     0.600840002E-01
     0.430921346E+00     0.163140101E-02 NaN                     0.676452637E+01     0.236710370E+00
     0.443382740E+00     0.246541109E-02 NaN                     0.598181152E+01     0.512922890E-01
     0.455844104E+00     0.184872048E-02 NaN                     0.619299316E+01     0.766612142E-01
     0.468305498E+00     0.851541350E-03 NaN                     0.604003906E+01     0.440604649E-01
     0.480766863E+00     0.154744752E-02 NaN                     0.654943848E+01     0.447543152E-01
     0.493228257E+00     0.896319863E-03 NaN                     0.679919434E+01     0.816630106E-02
     0.505689621E+00     0.997997238E-03 NaN                     0.700561523E+01     0.518082902E-01
     0.518150985E+00     0.908077986E-03 NaN                     0.781286621E+01     0.142277144E-01
     0.530612350E+00     0.579061569E-03 NaN                     0.704565430E+01     0.578018092E-02
     0.543073714E+00     0.537325337E-03 NaN                     0.653479004E+01     0.151028605E-01
     0.555535138E+00     0.418884360E-03 NaN                     0.913452148E+01     0.503479829E-02
     0.567996502E+00     0.195409404E-03 NaN                     0.110933838E+02     0.490424456E-03
     0.580457866E+00     0.273523852E-03 NaN                     0.802343750E+01     0.618761824E-02
     0.592919230E+00     0.235988336E-03 NaN                     0.933178711E+01     0.224999123E-03
     0.605380654E+00     0.142583725E-03 NaN                     0.111168213E+02     0.624037784E-04
     0.617842019E+00     0.918662918E-04 NaN                     0.128679199E+02     0.629836995E-05
     0.630303383E+00     0.218416579E-03 NaN                     0.107402344E+02     0.171003223E-03
     0.642764747E+00     0.299192296E-03 NaN                     0.122679443E+02     0.895421763E-04
